orderid,customerid,employeeid,orderdate,requireddate,shippeddate,shipperid,freight,productid,unitprice,quantity,discount,companyname,contactname,contacttitle,customercity,customercountry,employeename,title,employeecity,employeecountry,reportsto,categoryid,categoryname,description,productname,quantityperunit,productunitprice,discontinued,shippercompany
10440,SAVEA,4,2/10/2014,3/10/2014,2/28/2014,2,86.53,29,99,24,0.15,Save-a-lot Markets,Jose Pavarotti,Sales Representative,Boise,USA,Margaret Peacock,Sales Representative,New York,USA,8,6,Meat & Poultry,Prepared meats,ThÃ¼ringer Rostbratwurst,50 bags x 30 sausgs.,123.79,1,United Package
10440,SAVEA,4,2/10/2014,3/10/2014,2/28/2014,2,86.53,61,22.8,90,0.15,Save-a-lot Markets,Jose Pavarotti,Sales Representative,Boise,USA,Margaret Peacock,Sales Representative,New York,USA,8,2,Condiments,"Sweet and savory sauces, relishes, spreads, and seasonings",Sirop d'Ã©rable,24 - 500 ml bottles,28.5,0,United Package
10441,OLDWO,3,2/10/2014,3/24/2014,3/14/2014,2,73.02,27,35.1,50,0,Old World Delicatessen,Rene Phillips,Sales Representative,Anchorage,USA,Janet Leverling,Sales Representative,New York,USA,8,3,Confections,"Desserts, candies, and sweet breads",Schoggi Schokolade,100 - 100 g pieces,43.9,0,United Package
10442,ERNSH,3,2/11/2014,3/11/2014,2/18/2014,2,47.94,11,16.8,30,0,Ernst Handel,Roland Mendel,Sales Manager,Graz,Austria,Janet Leverling,Sales Representative,New York,USA,8,4,Dairy Products,Cheeses,Queso Cabrales,1 kg pkg.,21,0,United Package
10442,ERNSH,3,2/11/2014,3/11/2014,2/18/2014,2,47.94,54,5.9,80,0,Ernst Handel,Roland Mendel,Sales Manager,Graz,Austria,Janet Leverling,Sales Representative,New York,USA,8,6,Meat & Poultry,Prepared meats,TourtiÃ¨re,16 pies,7.45,0,United Package
10442,ERNSH,3,2/11/2014,3/11/2014,2/18/2014,2,47.94,66,13.6,60,0,Ernst Handel,Roland Mendel,Sales Manager,Graz,Austria,Janet Leverling,Sales Representative,New York,USA,8,2,Condiments,"Sweet and savory sauces, relishes, spreads, and seasonings",Louisiana Hot Spiced Okra,24 - 8 oz jars,17,0,United Package
10443,REGGC,8,2/12/2014,3/12/2014,2/14/2014,1,13.95,11,16.8,6,0.2,Reggiani Caseifici,Maurizio Moroni,Sales Associate,Reggio Emilia,Italy,Laura Callahan,Sales Manager,New York,USA,2,4,Dairy Products,Cheeses,Queso Cabrales,1 kg pkg.,21,0,Speedy Express
10443,REGGC,8,2/12/2014,3/12/2014,2/14/2014,1,13.95,28,36.4,12,0,Reggiani Caseifici,Maurizio Moroni,Sales Associate,Reggio Emilia,Italy,Laura Callahan,Sales Manager,New York,USA,2,7,Produce,Dried fruit and bean curd,RÃ¶ssle Sauerkraut,25 - 825 g cans,45.6,1,Speedy Express
10444,BERGS,3,2/12/2014,3/12/2014,2/21/2014,3,3.5,17,31.2,10,0,Berglunds snabbkÃ¶p,Christina Berglund,Order Administrator,LuleÃ¥,Sweden,Janet Leverling,Sales Representative,New York,USA,8,6,Meat & Poultry,Prepared meats,Alice Mutton,20 - 1 kg tins,39,1,Federal Shipping
10444,BERGS,3,2/12/2014,3/12/2014,2/21/2014,3,3.5,26,24.9,15,0,Berglunds snabbkÃ¶p,Christina Berglund,Order Administrator,LuleÃ¥,Sweden,Janet Leverling,Sales Representative,New York,USA,8,3,Confections,"Desserts, candies, and sweet breads",GumbÃ¤r GummibÃ¤rchen,100 - 250 g bags,31.23,0,Federal Shipping
10444,BERGS,3,2/12/2014,3/12/2014,2/21/2014,3,3.5,35,14.4,8,0,Berglunds snabbkÃ¶p,Christina Berglund,Order Administrator,LuleÃ¥,Sweden,Janet Leverling,Sales Representative,New York,USA,8,1,Beverages,"Soft drinks, coffees, teas, beers, and ales",Steeleye Stout,24 - 12 oz bottles,18,0,Federal Shipping
10444,BERGS,3,2/12/2014,3/12/2014,2/21/2014,3,3.5,41,7.7,30,0,Berglunds snabbkÃ¶p,Christina Berglund,Order Administrator,LuleÃ¥,Sweden,Janet Leverling,Sales Representative,New York,USA,8,8,Seafood,Seaweed and fish,Jack's New England Clam Chowder,12 - 12 oz cans,9.65,0,Federal Shipping
10445,BERGS,3,2/13/2014,3/13/2014,2/20/2014,1,9.3,39,14.4,6,0,Berglunds snabbkÃ¶p,Christina Berglund,Order Administrator,LuleÃ¥,Sweden,Janet Leverling,Sales Representative,New York,USA,8,1,Beverages,"Soft drinks, coffees, teas, beers, and ales",Chartreuse verte,750 cc per bottle,18,0,Speedy Express
10445,BERGS,3,2/13/2014,3/13/2014,2/20/2014,1,9.3,54,5.9,15,0,Berglunds snabbkÃ¶p,Christina Berglund,Order Administrator,LuleÃ¥,Sweden,Janet Leverling,Sales Representative,New York,USA,8,6,Meat & Poultry,Prepared meats,TourtiÃ¨re,16 pies,7.45,0,Speedy Express
10446,TOMSP,6,2/14/2014,3/14/2014,2/19/2014,1,14.68,19,7.3,12,0.1,Toms SpezialitÃ¤ten,Karin Josephs,Marketing Manager,MÃ¼nster,Germany,Michael Suyama,Sales Representative,London,UK,5,3,Confections,"Desserts, candies, and sweet breads",Teatime Chocolate Biscuits,10 boxes x 12 pieces,9.2,0,Speedy Express
10446,TOMSP,6,2/14/2014,3/14/2014,2/19/2014,1,14.68,24,3.6,20,0.1,Toms SpezialitÃ¤ten,Karin Josephs,Marketing Manager,MÃ¼nster,Germany,Michael Suyama,Sales Representative,London,UK,5,1,Beverages,"Soft drinks, coffees, teas, beers, and ales",Guarana Fantastica,12 - 355 ml cans,4.5,1,Speedy Express
10446,TOMSP,6,2/14/2014,3/14/2014,2/19/2014,1,14.68,31,10,3,0.1,Toms SpezialitÃ¤ten,Karin Josephs,Marketing Manager,MÃ¼nster,Germany,Michael Suyama,Sales Representative,London,UK,5,4,Dairy Products,Cheeses,Gorgonzola Telino,12 - 100 g pkgs,12.5,0,Speedy Express
10446,TOMSP,6,2/14/2014,3/14/2014,2/19/2014,1,14.68,52,5.6,15,0.1,Toms SpezialitÃ¤ten,Karin Josephs,Marketing Manager,MÃ¼nster,Germany,Michael Suyama,Sales Representative,London,UK,5,5,Grains & Cereals,"Breads, crackers, pasta, and cereal",Filo Mix,16 - 2 kg boxes,7,0,Speedy Express
10447,RICAR,4,2/14/2014,3/14/2014,3/7/2014,2,68.66,19,7.3,40,0,Ricardo Adocicados,Janete Limeira,Assistant Sales Agent,Rio de Janeiro,Brazil,Margaret Peacock,Sales Representative,New York,USA,8,3,Confections,"Desserts, candies, and sweet breads",Teatime Chocolate Biscuits,10 boxes x 12 pieces,9.2,0,United Package
10447,RICAR,4,2/14/2014,3/14/2014,3/7/2014,2,68.66,65,16.8,35,0,Ricardo Adocicados,Janete Limeira,Assistant Sales Agent,Rio de Janeiro,Brazil,Margaret Peacock,Sales Representative,New York,USA,8,2,Condiments,"Sweet and savory sauces, relishes, spreads, and seasonings",Louisiana Fiery Hot Pepper Sauce,32 - 8 oz bottles,21.05,0,United Package
10447,RICAR,4,2/14/2014,3/14/2014,3/7/2014,2,68.66,71,17.2,2,0,Ricardo Adocicados,Janete Limeira,Assistant Sales Agent,Rio de Janeiro,Brazil,Margaret Peacock,Sales Representative,New York,USA,8,4,Dairy Products,Cheeses,Flotemysost,10 - 500 g pkgs.,21.5,0,United Package
10448,RANCH,4,2/17/2014,3/17/2014,2/24/2014,2,38.82,26,24.9,6,0,Rancho grande,Sergio GutiÃ©rrez,Sales Representative,Buenos Aires,Argentina,Margaret Peacock,Sales Representative,New York,USA,8,3,Confections,"Desserts, candies, and sweet breads",GumbÃ¤r GummibÃ¤rchen,100 - 250 g bags,31.23,0,United Package
10448,RANCH,4,2/17/2014,3/17/2014,2/24/2014,2,38.82,40,14.7,20,0,Rancho grande,Sergio GutiÃ©rrez,Sales Representative,Buenos Aires,Argentina,Margaret Peacock,Sales Representative,New York,USA,8,8,Seafood,Seaweed and fish,Boston Crab Meat,24 - 4 oz tins,18.4,0,United Package
10449,BLONP,3,2/18/2014,3/18/2014,2/27/2014,2,53.3,10,24.8,14,0,Blondesddsl pÃ¨re et fils,FrÃ©dÃ©rique Citeaux,Marketing Manager,Strasbourg,France,Janet Leverling,Sales Representative,New York,USA,8,8,Seafood,Seaweed and fish,Ikura,12 - 200 ml jars,31,0,United Package
10449,BLONP,3,2/18/2014,3/18/2014,2/27/2014,2,53.3,52,5.6,20,0,Blondesddsl pÃ¨re et fils,FrÃ©dÃ©rique Citeaux,Marketing Manager,Strasbourg,France,Janet Leverling,Sales Representative,New York,USA,8,5,Grains & Cereals,"Breads, crackers, pasta, and cereal",Filo Mix,16 - 2 kg boxes,7,0,United Package
10449,BLONP,3,2/18/2014,3/18/2014,2/27/2014,2,53.3,62,39.4,35,0,Blondesddsl pÃ¨re et fils,FrÃ©dÃ©rique Citeaux,Marketing Manager,Strasbourg,France,Janet Leverling,Sales Representative,New York,USA,8,3,Confections,"Desserts, candies, and sweet breads",Tarte au sucre,48 pies,49.3,0,United Package
10450,VICTE,8,2/19/2014,3/19/2014,3/11/2014,2,7.23,10,24.8,20,0.2,Victuailles en stock,Mary Saveley,Sales Agent,Lyon,France,Laura Callahan,Sales Manager,New York,USA,2,8,Seafood,Seaweed and fish,Ikura,12 - 200 ml jars,31,0,United Package
10450,VICTE,8,2/19/2014,3/19/2014,3/11/2014,2,7.23,54,5.9,6,0.2,Victuailles en stock,Mary Saveley,Sales Agent,Lyon,France,Laura Callahan,Sales Manager,New York,USA,2,6,Meat & Poultry,Prepared meats,TourtiÃ¨re,16 pies,7.45,0,United Package
10451,QUICK,4,2/19/2014,3/5/2014,3/12/2014,3,189.09,55,19.2,120,0.1,QUICK-Stop,Horst Kloss,Accounting Manager,Cunewalde,Germany,Margaret Peacock,Sales Representative,New York,USA,8,6,Meat & Poultry,Prepared meats,PÃ¢tÃ© chinois,24 boxes x 2 pies,24,0,Federal Shipping
10451,QUICK,4,2/19/2014,3/5/2014,3/12/2014,3,189.09,64,26.6,35,0.1,QUICK-Stop,Horst Kloss,Accounting Manager,Cunewalde,Germany,Margaret Peacock,Sales Representative,New York,USA,8,5,Grains & Cereals,"Breads, crackers, pasta, and cereal",Wimmers gute SemmelknÃ¶del,20 bags x 4 pieces,33.25,0,Federal Shipping
10451,QUICK,4,2/19/2014,3/5/2014,3/12/2014,3,189.09,65,16.8,28,0.1,QUICK-Stop,Horst Kloss,Accounting Manager,Cunewalde,Germany,Margaret Peacock,Sales Representative,New York,USA,8,2,Condiments,"Sweet and savory sauces, relishes, spreads, and seasonings",Louisiana Fiery Hot Pepper Sauce,32 - 8 oz bottles,21.05,0,Federal Shipping
10451,QUICK,4,2/19/2014,3/5/2014,3/12/2014,3,189.09,77,10.4,55,0.1,QUICK-Stop,Horst Kloss,Accounting Manager,Cunewalde,Germany,Margaret Peacock,Sales Representative,New York,USA,8,2,Condiments,"Sweet and savory sauces, relishes, spreads, and seasonings",Original Frankfurter GrÃ¼ne SoÃŸe,12 boxes,13,0,Federal Shipping
10452,SAVEA,8,2/20/2014,3/20/2014,2/26/2014,1,140.26,28,36.4,15,0,Save-a-lot Markets,Jose Pavarotti,Sales Representative,Boise,USA,Laura Callahan,Sales Manager,New York,USA,2,7,Produce,Dried fruit and bean curd,RÃ¶ssle Sauerkraut,25 - 825 g cans,45.6,1,Speedy Express
10452,SAVEA,8,2/20/2014,3/20/2014,2/26/2014,1,140.26,44,15.5,100,0.05,Save-a-lot Markets,Jose Pavarotti,Sales Representative,Boise,USA,Laura Callahan,Sales Manager,New York,USA,2,2,Condiments,"Sweet and savory sauces, relishes, spreads, and seasonings",Gula Malacca,20 - 2 kg bags,19.45,0,Speedy Express
10453,AROUT,1,2/21/2014,3/21/2014,2/26/2014,2,25.36,48,10.2,15,0.1,Around the Horn,Thomas Hardy,Sales Representative,London,UK,Nancy Davolio,Sales Representative,New York,USA,8,3,Confections,"Desserts, candies, and sweet breads",Chocolade,10 pkgs.,12.75,0,United Package
10453,AROUT,1,2/21/2014,3/21/2014,2/26/2014,2,25.36,70,12,25,0.1,Around the Horn,Thomas Hardy,Sales Representative,London,UK,Nancy Davolio,Sales Representative,New York,USA,8,1,Beverages,"Soft drinks, coffees, teas, beers, and ales",Outback Lager,24 - 355 ml bottles,15,0,United Package
10454,LAMAI,4,2/21/2014,3/21/2014,2/25/2014,3,2.74,16,13.9,20,0.2,La maison d'Asie,Annette Roulet,Sales Manager,Toulouse,France,Margaret Peacock,Sales Representative,New York,USA,8,3,Confections,"Desserts, candies, and sweet breads",Pavlova,32 - 500 g boxes,17.45,0,Federal Shipping
10454,LAMAI,4,2/21/2014,3/21/2014,2/25/2014,3,2.74,33,2,20,0.2,La maison d'Asie,Annette Roulet,Sales Manager,Toulouse,France,Margaret Peacock,Sales Representative,New York,USA,8,4,Dairy Products,Cheeses,Geitost,500 g,2.5,0,Federal Shipping
10454,LAMAI,4,2/21/2014,3/21/2014,2/25/2014,3,2.74,46,9.6,10,0.2,La maison d'Asie,Annette Roulet,Sales Manager,Toulouse,France,Margaret Peacock,Sales Representative,New York,USA,8,8,Seafood,Seaweed and fish,Spegesild,4 - 450 g glasses,12,0,Federal Shipping
10455,WARTH,8,2/24/2014,4/7/2014,3/3/2014,2,180.45,39,14.4,20,0,Wartian Herkku,Pirkko Koskitalo,Accounting Manager,Oulu,Finland,Laura Callahan,Sales Manager,New York,USA,2,1,Beverages,"Soft drinks, coffees, teas, beers, and ales",Chartreuse verte,750 cc per bottle,18,0,United Package
10455,WARTH,8,2/24/2014,4/7/2014,3/3/2014,2,180.45,53,26.2,50,0,Wartian Herkku,Pirkko Koskitalo,Accounting Manager,Oulu,Finland,Laura Callahan,Sales Manager,New York,USA,2,6,Meat & Poultry,Prepared meats,Perth Pasties,48 pieces,32.8,1,United Package
10455,WARTH,8,2/24/2014,4/7/2014,3/3/2014,2,180.45,61,22.8,25,0,Wartian Herkku,Pirkko Koskitalo,Accounting Manager,Oulu,Finland,Laura Callahan,Sales Manager,New York,USA,2,2,Condiments,"Sweet and savory sauces, relishes, spreads, and seasonings",Sirop d'Ã©rable,24 - 500 ml bottles,28.5,0,United Package
10455,WARTH,8,2/24/2014,4/7/2014,3/3/2014,2,180.45,71,17.2,30,0,Wartian Herkku,Pirkko Koskitalo,Accounting Manager,Oulu,Finland,Laura Callahan,Sales Manager,New York,USA,2,4,Dairy Products,Cheeses,Flotemysost,10 - 500 g pkgs.,21.5,0,United Package
10456,KOENE,8,2/25/2014,4/8/2014,2/28/2014,2,8.12,21,8,40,0.15,KÃ¶niglich Essen,Philip Cramer,Sales Associate,Brandenburg,Germany,Laura Callahan,Sales Manager,New York,USA,2,3,Confections,"Desserts, candies, and sweet breads",Sir Rodney's Scones,24 pkgs. x 4 pieces,10,0,United Package
10456,KOENE,8,2/25/2014,4/8/2014,2/28/2014,2,8.12,49,16,21,0.15,KÃ¶niglich Essen,Philip Cramer,Sales Associate,Brandenburg,Germany,Laura Callahan,Sales Manager,New York,USA,2,3,Confections,"Desserts, candies, and sweet breads",Maxilaku,24 - 50 g pkgs.,20,0,United Package
10457,KOENE,2,2/25/2014,3/25/2014,3/3/2014,1,11.57,59,44,36,0,KÃ¶niglich Essen,Philip Cramer,Sales Associate,Brandenburg,Germany,Andrew Fuller,Vice President Sales,New York,USA,NULL,4,Dairy Products,Cheeses,Raclette Courdavault,5 kg pkg.,55,0,Speedy Express
10458,SUPRD,7,2/26/2014,3/26/2014,3/4/2014,3,147.06,26,24.9,30,0,SuprÃªmes dÃ©lices,Pascale Cartrain,Accounting Manager,Charleroi,Belgium,Robert King,Sales Representative,London,UK,5,3,Confections,"Desserts, candies, and sweet breads",GumbÃ¤r GummibÃ¤rchen,100 - 250 g bags,31.23,0,Federal Shipping
10458,SUPRD,7,2/26/2014,3/26/2014,3/4/2014,3,147.06,28,36.4,30,0,SuprÃªmes dÃ©lices,Pascale Cartrain,Accounting Manager,Charleroi,Belgium,Robert King,Sales Representative,London,UK,5,7,Produce,Dried fruit and bean curd,RÃ¶ssle Sauerkraut,25 - 825 g cans,45.6,1,Federal Shipping
10458,SUPRD,7,2/26/2014,3/26/2014,3/4/2014,3,147.06,43,36.8,20,0,SuprÃªmes dÃ©lices,Pascale Cartrain,Accounting Manager,Charleroi,Belgium,Robert King,Sales Representative,London,UK,5,1,Beverages,"Soft drinks, coffees, teas, beers, and ales",Ipoh Coffee,16 - 500 g tins,46,0,Federal Shipping
10458,SUPRD,7,2/26/2014,3/26/2014,3/4/2014,3,147.06,56,30.4,15,0,SuprÃªmes dÃ©lices,Pascale Cartrain,Accounting Manager,Charleroi,Belgium,Robert King,Sales Representative,London,UK,5,5,Grains & Cereals,"Breads, crackers, pasta, and cereal",Gnocchi di nonna Alice,24 - 250 g pkgs.,38,0,Federal Shipping
10458,SUPRD,7,2/26/2014,3/26/2014,3/4/2014,3,147.06,71,17.2,50,0,SuprÃªmes dÃ©lices,Pascale Cartrain,Accounting Manager,Charleroi,Belgium,Robert King,Sales Representative,London,UK,5,4,Dairy Products,Cheeses,Flotemysost,10 - 500 g pkgs.,21.5,0,Federal Shipping
10459,VICTE,4,2/27/2014,3/27/2014,2/28/2014,2,25.09,7,24,16,0.05,Victuailles en stock,Mary Saveley,Sales Agent,Lyon,France,Margaret Peacock,Sales Representative,New York,USA,8,7,Produce,Dried fruit and bean curd,Uncle Bob's Organic Dried Pears,12 - 1 lb pkgs.,30,0,United Package
10459,VICTE,4,2/27/2014,3/27/2014,2/28/2014,2,25.09,46,9.6,20,0.05,Victuailles en stock,Mary Saveley,Sales Agent,Lyon,France,Margaret Peacock,Sales Representative,New York,USA,8,8,Seafood,Seaweed and fish,Spegesild,4 - 450 g glasses,12,0,United Package
10459,VICTE,4,2/27/2014,3/27/2014,2/28/2014,2,25.09,72,27.8,40,0,Victuailles en stock,Mary Saveley,Sales Agent,Lyon,France,Margaret Peacock,Sales Representative,New York,USA,8,4,Dairy Products,Cheeses,Mozzarella di Giovanni,24 - 200 g pkgs.,34.8,0,United Package
10460,FOLKO,8,2/28/2014,3/28/2014,3/3/2014,1,16.27,68,10,21,0.25,Folk och fÃ¤ HB,Maria Larsson,Owner,BrÃ¤cke,Sweden,Laura Callahan,Sales Manager,New York,USA,2,3,Confections,"Desserts, candies, and sweet breads",Scottish Longbreads,10 boxes x 8 pieces,12.5,0,Speedy Express
10460,FOLKO,8,2/28/2014,3/28/2014,3/3/2014,1,16.27,75,6.2,4,0.25,Folk och fÃ¤ HB,Maria Larsson,Owner,BrÃ¤cke,Sweden,Laura Callahan,Sales Manager,New York,USA,2,1,Beverages,"Soft drinks, coffees, teas, beers, and ales",RhÃ¶nbrÃ¤u Klosterbier,24 - 0.5 l bottles,7.75,0,Speedy Express
10461,LILAS,1,2/28/2014,3/28/2014,3/5/2014,3,148.61,21,8,40,0.25,LILA-Supermercado,Carlos GonzÃ¡lez,Accounting Manager,Barquisimeto,Venezuela,Nancy Davolio,Sales Representative,New York,USA,8,3,Confections,"Desserts, candies, and sweet breads",Sir Rodney's Scones,24 pkgs. x 4 pieces,10,0,Federal Shipping
10461,LILAS,1,2/28/2014,3/28/2014,3/5/2014,3,148.61,30,20.7,28,0.25,LILA-Supermercado,Carlos GonzÃ¡lez,Accounting Manager,Barquisimeto,Venezuela,Nancy Davolio,Sales Representative,New York,USA,8,8,Seafood,Seaweed and fish,Nord-Ost Matjeshering,10 - 200 g glasses,25.89,0,Federal Shipping
10461,LILAS,1,2/28/2014,3/28/2014,3/5/2014,3,148.61,55,19.2,60,0.25,LILA-Supermercado,Carlos GonzÃ¡lez,Accounting Manager,Barquisimeto,Venezuela,Nancy Davolio,Sales Representative,New York,USA,8,6,Meat & Poultry,Prepared meats,PÃ¢tÃ© chinois,24 boxes x 2 pies,24,0,Federal Shipping
10462,CONSH,2,3/3/2014,3/31/2014,3/18/2014,1,6.17,13,4.8,1,0,Consolidated Holdings,Elizabeth Brown,Sales Representative,London,UK,Andrew Fuller,Vice President Sales,New York,USA,NULL,8,Seafood,Seaweed and fish,Konbu,2 kg box,6,0,Speedy Express
10462,CONSH,2,3/3/2014,3/31/2014,3/18/2014,1,6.17,23,7.2,21,0,Consolidated Holdings,Elizabeth Brown,Sales Representative,London,UK,Andrew Fuller,Vice President Sales,New York,USA,NULL,5,Grains & Cereals,"Breads, crackers, pasta, and cereal",TunnbrÃ¶d,12 - 250 g pkgs.,9,0,Speedy Express
10463,SUPRD,5,3/4/2014,4/1/2014,3/6/2014,3,14.78,19,7.3,21,0,SuprÃªmes dÃ©lices,Pascale Cartrain,Accounting Manager,Charleroi,Belgium,Steven Buchanan,Sales Manager,London,UK,2,3,Confections,"Desserts, candies, and sweet breads",Teatime Chocolate Biscuits,10 boxes x 12 pieces,9.2,0,Federal Shipping
10463,SUPRD,5,3/4/2014,4/1/2014,3/6/2014,3,14.78,42,11.2,50,0,SuprÃªmes dÃ©lices,Pascale Cartrain,Accounting Manager,Charleroi,Belgium,Steven Buchanan,Sales Manager,London,UK,2,5,Grains & Cereals,"Breads, crackers, pasta, and cereal",Singaporean Hokkien Fried Mee,32 - 1 kg pkgs.,14,1,Federal Shipping
10464,FURIB,4,3/4/2014,4/1/2014,3/14/2014,2,89,4,17.6,16,0.2,Furia Bacalhau e Frutos do Mar,Lino Rodriguez,Sales Manager,Lisboa,Portugal,Margaret Peacock,Sales Representative,New York,USA,8,2,Condiments,"Sweet and savory sauces, relishes, spreads, and seasonings",Chef Anton's Cajun Seasoning,48 - 6 oz jars,22,0,United Package
10464,FURIB,4,3/4/2014,4/1/2014,3/14/2014,2,89,43,36.8,3,0,Furia Bacalhau e Frutos do Mar,Lino Rodriguez,Sales Manager,Lisboa,Portugal,Margaret Peacock,Sales Representative,New York,USA,8,1,Beverages,"Soft drinks, coffees, teas, beers, and ales",Ipoh Coffee,16 - 500 g tins,46,0,United Package
10464,FURIB,4,3/4/2014,4/1/2014,3/14/2014,2,89,56,30.4,30,0.2,Furia Bacalhau e Frutos do Mar,Lino Rodriguez,Sales Manager,Lisboa,Portugal,Margaret Peacock,Sales Representative,New York,USA,8,5,Grains & Cereals,"Breads, crackers, pasta, and cereal",Gnocchi di nonna Alice,24 - 250 g pkgs.,38,0,United Package
10464,FURIB,4,3/4/2014,4/1/2014,3/14/2014,2,89,60,27.2,20,0,Furia Bacalhau e Frutos do Mar,Lino Rodriguez,Sales Manager,Lisboa,Portugal,Margaret Peacock,Sales Representative,New York,USA,8,4,Dairy Products,Cheeses,Camembert Pierrot,15 - 300 g rounds,34,0,United Package
10465,VAFFE,1,3/5/2014,4/2/2014,3/14/2014,3,145.04,24,3.6,25,0,Vaffeljernet,Palle Ibsen,Sales Manager,Ã…rhus,Denmark,Nancy Davolio,Sales Representative,New York,USA,8,1,Beverages,"Soft drinks, coffees, teas, beers, and ales",Guarana Fantastica,12 - 355 ml cans,4.5,1,Federal Shipping
10465,VAFFE,1,3/5/2014,4/2/2014,3/14/2014,3,145.04,29,99,18,0.1,Vaffeljernet,Palle Ibsen,Sales Manager,Ã…rhus,Denmark,Nancy Davolio,Sales Representative,New York,USA,8,6,Meat & Poultry,Prepared meats,ThÃ¼ringer Rostbratwurst,50 bags x 30 sausgs.,123.79,1,Federal Shipping
10465,VAFFE,1,3/5/2014,4/2/2014,3/14/2014,3,145.04,40,14.7,20,0,Vaffeljernet,Palle Ibsen,Sales Manager,Ã…rhus,Denmark,Nancy Davolio,Sales Representative,New York,USA,8,8,Seafood,Seaweed and fish,Boston Crab Meat,24 - 4 oz tins,18.4,0,Federal Shipping
10465,VAFFE,1,3/5/2014,4/2/2014,3/14/2014,3,145.04,45,7.6,30,0.1,Vaffeljernet,Palle Ibsen,Sales Manager,Ã…rhus,Denmark,Nancy Davolio,Sales Representative,New York,USA,8,8,Seafood,Seaweed and fish,Rogede sild,1k pkg.,9.5,0,Federal Shipping
10465,VAFFE,1,3/5/2014,4/2/2014,3/14/2014,3,145.04,50,13,25,0,Vaffeljernet,Palle Ibsen,Sales Manager,Ã…rhus,Denmark,Nancy Davolio,Sales Representative,New York,USA,8,3,Confections,"Desserts, candies, and sweet breads",Valkoinen suklaa,12 - 100 g bars,16.25,0,Federal Shipping
10466,COMMI,4,3/6/2014,4/3/2014,3/13/2014,1,11.93,11,16.8,10,0,ComÃ©rcio Mineiro,Pedro Afonso,Sales Associate,Sao Paulo,Brazil,Margaret Peacock,Sales Representative,New York,USA,8,4,Dairy Products,Cheeses,Queso Cabrales,1 kg pkg.,21,0,Speedy Express
10466,COMMI,4,3/6/2014,4/3/2014,3/13/2014,1,11.93,46,9.6,5,0,ComÃ©rcio Mineiro,Pedro Afonso,Sales Associate,Sao Paulo,Brazil,Margaret Peacock,Sales Representative,New York,USA,8,8,Seafood,Seaweed and fish,Spegesild,4 - 450 g glasses,12,0,Speedy Express
10467,MAGAA,8,3/6/2014,4/3/2014,3/11/2014,2,4.93,24,3.6,28,0,Magazzini Alimentari Riuniti,Giovanni Rovelli,Marketing Manager,Bergamo,Italy,Laura Callahan,Sales Manager,New York,USA,2,1,Beverages,"Soft drinks, coffees, teas, beers, and ales",Guarana Fantastica,12 - 355 ml cans,4.5,1,United Package
10467,MAGAA,8,3/6/2014,4/3/2014,3/11/2014,2,4.93,25,11.2,12,0,Magazzini Alimentari Riuniti,Giovanni Rovelli,Marketing Manager,Bergamo,Italy,Laura Callahan,Sales Manager,New York,USA,2,3,Confections,"Desserts, candies, and sweet breads",NuNuCaÂ NuÃŸ-Nougat-Creme,20 - 450 g glasses,14,0,United Package
